tanggal,komoditas,pasar,harga
2024-02-28,BERAS IR 64 KW I,CISOKA,15500
2024-02-28,BERAS IR 64 KW I,SEPATAN,16500
2024-02-28,BERAS IR 64 KW II,CISOKA,13500
2024-02-28,BERAS IR 64 KW II,SEPATAN,16000
2024-02-28,BERAS SPHP,CISOKA,10800
2024-02-28,BERAS SPHP,SEPATAN,10800
2024-02-28,MINYAK GORENG CURAH,CISOKA,14000
2024-02-28,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-28,DAGING AYAM RAS,CISOKA,45000
2024-02-28,DAGING AYAM RAS,SEPATAN,45000
2024-02-28,DAGING SAPI MURNI,CISOKA,125000
2024-02-28,DAGING SAPI MURNI,SEPATAN,130000
2024-02-28,GULA PASIR LOKAL,CISOKA,18000
2024-02-28,GULA PASIR LOKAL,SEPATAN,17000
2024-02-28,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-28,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-28,CABE MERAH BESAR,CISOKA,80000
2024-02-28,CABE MERAH BESAR,SEPATAN,70000
2024-02-28,CABE MERAH KERITING,CISOKA,60000
2024-02-28,CABE MERAH KERITING,SEPATAN,70000
2024-02-28,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-28,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-28,CABE RAWIT HIJAU,CISOKA,40000
2024-02-28,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-28,CABE RAWIT MERAH,CISOKA,50000
2024-02-28,CABE RAWIT MERAH,SEPATAN,80000
2024-02-28,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-28,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-28,TELUR AYAM BOILLER,CISOKA,28000
2024-02-28,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-28,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-28,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-29,AYAM KAMPUNG,CISOKA,80000
2024-02-29,AYAM KAMPUNG,SEPATAN,80000
2024-02-29,BAWANG MERAH,CISOKA,30000
2024-02-29,BAWANG MERAH,SEPATAN,28000
2024-02-29,BAWANG PUTIH,CISOKA,40000
2024-02-29,BAWANG PUTIH,SEPATAN,35000
2024-02-29,BERAS IR 64 KW I,CISOKA,15500
2024-02-29,BERAS IR 64 KW I,SEPATAN,16500
2024-02-29,BERAS IR 64 KW II,CISOKA,13500
2024-02-29,BERAS IR 64 KW II,SEPATAN,16000
2024-02-29,BERAS SPHP,CISOKA,10800
2024-02-29,BERAS SPHP,SEPATAN,10800
2024-02-29,MINYAK GORENG CURAH,CISOKA,14000
2024-02-29,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-29,DAGING AYAM RAS,CISOKA,45000
2024-02-29,DAGING AYAM RAS,SEPATAN,45000
2024-02-29,DAGING SAPI MURNI,CISOKA,125000
2024-02-29,DAGING SAPI MURNI,SEPATAN,130000
2024-02-29,GULA PASIR LOKAL,CISOKA,18000
2024-02-29,GULA PASIR LOKAL,SEPATAN,17000
2024-02-29,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-29,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-29,CABE MERAH BESAR,CISOKA,80000
2024-02-29,CABE MERAH BESAR,SEPATAN,70000
2024-02-29,CABE MERAH KERITING,CISOKA,60000
2024-02-29,CABE MERAH KERITING,SEPATAN,70000
2024-02-29,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-29,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-29,CABE RAWIT HIJAU,CISOKA,40000
2024-02-29,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-29,CABE RAWIT MERAH,CISOKA,50000
2024-02-29,CABE RAWIT MERAH,SEPATAN,80000
2024-02-29,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-29,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-29,TELUR AYAM BOILLER,CISOKA,28000
2024-02-29,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-29,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-29,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-01,AYAM KAMPUNG,CISOKA,80000
2024-03-01,AYAM KAMPUNG,SEPATAN,80000
2024-03-01,BAWANG MERAH,CISOKA,30000
2024-03-01,BAWANG MERAH,SEPATAN,28000
2024-03-01,BAWANG PUTIH,CISOKA,40000
2024-03-01,BAWANG PUTIH,SEPATAN,35000
2024-03-01,BERAS IR 64 KW I,CISOKA,15000
2024-03-01,BERAS IR 64 KW I,SEPATAN,16500
2024-03-01,BERAS IR 64 KW II,CISOKA,13500
2024-03-01,BERAS IR 64 KW II,SEPATAN,16000
2024-03-01,BERAS SPHP,CISOKA,10800
2024-03-01,BERAS SPHP,SEPATAN,10800
2024-03-01,MINYAK GORENG CURAH,CISOKA,14000
2024-03-01,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-01,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-01,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-01,DAGING SAPI MURNI,CISOKA,125000
2024-03-01,DAGING SAPI MURNI,SEPATAN,130000
2024-03-01,GULA PASIR LOKAL,CISOKA,18000
2024-03-01,GULA PASIR LOKAL,SEPATAN,17000
2024-03-01,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-01,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-01,CABE MERAH BESAR,CISOKA,80000
2024-03-01,CABE MERAH BESAR,SEPATAN,70000
2024-03-01,CABE MERAH KERITING,CISOKA,70000
2024-03-01,CABE MERAH KERITING,SEPATAN,70000
2024-03-01,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-01,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-01,CABE RAWIT HIJAU,CISOKA,40000
2024-03-01,CABE RAWIT HIJAU,SEPATAN,40000
2024-03-01,CABE RAWIT MERAH,CISOKA,60000
2024-03-01,CABE RAWIT MERAH,SEPATAN,80000
2024-03-01,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-03-01,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-03-01,TELUR AYAM BOILLER,CISOKA,30000
2024-03-01,TELUR AYAM BOILLER,SEPATAN,29000
2024-03-01,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-01,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-04,AYAM KAMPUNG,CISOKA,80000
2024-03-04,AYAM KAMPUNG,SEPATAN,80000
2024-03-04,BAWANG MERAH,CISOKA,30000
2024-03-04,BAWANG MERAH,SEPATAN,30000
2024-03-04,BAWANG PUTIH,CISOKA,35000
2024-03-04,BAWANG PUTIH,SEPATAN,35000
2024-03-04,BERAS IR 64 KW I,CISOKA,15500
2024-03-04,BERAS IR 64 KW I,SEPATAN,16500
2024-03-04,BERAS IR 64 KW II,CISOKA,13500
2024-03-04,BERAS IR 64 KW II,SEPATAN,16000
2024-03-04,BERAS SPHP,CISOKA,10800
2024-03-04,BERAS SPHP,SEPATAN,10800
2024-03-04,MINYAK GORENG CURAH,CISOKA,14000
2024-03-04,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-04,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-04,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-04,DAGING SAPI MURNI,CISOKA,125000
2024-03-04,DAGING SAPI MURNI,SEPATAN,130000
2024-03-04,GULA PASIR LOKAL,CISOKA,18000
2024-03-04,GULA PASIR LOKAL,SEPATAN,17000
2024-03-04,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-04,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-04,CABE MERAH BESAR,CISOKA,80000
2024-03-04,CABE MERAH BESAR,SEPATAN,70000
2024-03-04,CABE MERAH KERITING,CISOKA,60000
2024-03-04,CABE MERAH KERITING,SEPATAN,70000
2024-03-04,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-04,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-04,CABE RAWIT HIJAU,CISOKA,45000
2024-03-04,CABE RAWIT HIJAU,SEPATAN,40000
2024-03-04,CABE RAWIT MERAH,CISOKA,70000
2024-03-04,CABE RAWIT MERAH,SEPATAN,80000
2024-03-04,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-04,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-03-04,TELUR AYAM BOILLER,CISOKA,32000
2024-03-04,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-04,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-04,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-05,AYAM KAMPUNG,CISOKA,80000
2024-03-05,AYAM KAMPUNG,SEPATAN,80000
2024-03-05,BAWANG MERAH,CISOKA,30000
2024-03-05,BAWANG MERAH,SEPATAN,30000
2024-03-05,BAWANG PUTIH,CISOKA,35000
2024-03-05,BAWANG PUTIH,SEPATAN,35000
2024-03-05,BERAS IR 64 KW I,CISOKA,15500
2024-03-05,BERAS IR 64 KW I,SEPATAN,16500
2024-03-05,BERAS IR 64 KW II,CISOKA,13500
2024-03-05,BERAS IR 64 KW II,SEPATAN,16000
2024-03-05,BERAS SPHP,CISOKA,10800
2024-03-05,BERAS SPHP,SEPATAN,10800
2024-03-05,MINYAK GORENG CURAH,CISOKA,14000
2024-03-05,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-05,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-05,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-05,DAGING SAPI MURNI,CISOKA,125000
2024-03-05,DAGING SAPI MURNI,SEPATAN,130000
2024-03-05,GULA PASIR LOKAL,CISOKA,18000
2024-03-05,GULA PASIR LOKAL,SEPATAN,17000
2024-03-05,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-05,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-05,CABE MERAH BESAR,CISOKA,80000
2024-03-05,CABE MERAH BESAR,SEPATAN,70000
2024-03-05,CABE MERAH KERITING,CISOKA,60000
2024-03-05,CABE MERAH KERITING,SEPATAN,70000
2024-03-05,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-05,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-05,CABE RAWIT HIJAU,CISOKA,45000
2024-03-05,CABE RAWIT HIJAU,SEPATAN,40000
2024-03-05,CABE RAWIT MERAH,CISOKA,70000
2024-03-05,CABE RAWIT MERAH,SEPATAN,80000
2024-03-05,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-05,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-03-05,TELUR AYAM BOILLER,CISOKA,32000
2024-03-05,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-05,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-05,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-06,AYAM KAMPUNG,CISOKA,80000
2024-03-06,AYAM KAMPUNG,SEPATAN,80000
2024-03-06,BAWANG MERAH,CISOKA,30000
2024-03-06,BAWANG MERAH,SEPATAN,30000
2024-03-06,BAWANG PUTIH,CISOKA,35000
2024-03-06,BAWANG PUTIH,SEPATAN,35000
2024-03-06,BERAS IR 64 KW I,CISOKA,15500
2024-03-06,BERAS IR 64 KW I,SEPATAN,16500
2024-03-06,BERAS IR 64 KW II,CISOKA,13500
2024-03-06,BERAS IR 64 KW II,SEPATAN,16000
2024-03-06,BERAS SPHP,CISOKA,10800
2024-03-06,BERAS SPHP,SEPATAN,10800
2024-03-06,MINYAK GORENG CURAH,CISOKA,14000
2024-03-06,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-06,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-06,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-06,DAGING SAPI MURNI,CISOKA,125000
2024-03-06,DAGING SAPI MURNI,SEPATAN,130000
2024-03-06,GULA PASIR LOKAL,CISOKA,18000
2024-03-06,GULA PASIR LOKAL,SEPATAN,17000
2024-03-06,MINYAK GORENG KEMASAN,CISOKA,18000
2024-03-06,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-06,CABE MERAH BESAR,CISOKA,80000
2024-03-06,CABE MERAH BESAR,SEPATAN,75000
2024-03-06,CABE MERAH KERITING,CISOKA,60000
2024-03-06,CABE MERAH KERITING,SEPATAN,73000
2024-03-06,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-06,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-06,CABE RAWIT HIJAU,CISOKA,45000
2024-03-06,CABE RAWIT HIJAU,SEPATAN,50000
2024-03-06,CABE RAWIT MERAH,CISOKA,65000
2024-03-06,CABE RAWIT MERAH,SEPATAN,73000
2024-03-06,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-06,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,11000
2024-03-06,TELUR AYAM BOILLER,CISOKA,32000
2024-03-06,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-06,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-06,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-07,AYAM KAMPUNG,CISOKA,80000
2024-03-07,AYAM KAMPUNG,SEPATAN,80000
2024-03-07,BAWANG MERAH,CISOKA,30000
2024-03-07,BAWANG MERAH,SEPATAN,30000
2024-03-07,BAWANG PUTIH,CISOKA,35000
2024-03-07,BAWANG PUTIH,SEPATAN,35000
2024-03-07,BERAS IR 64 KW I,CISOKA,15500
2024-03-07,BERAS IR 64 KW I,SEPATAN,16500
2024-03-07,BERAS IR 64 KW II,CISOKA,13500
2024-03-07,BERAS IR 64 KW II,SEPATAN,16000
2024-03-07,BERAS SPHP,CISOKA,10800
2024-03-07,BERAS SPHP,SEPATAN,10800
2024-03-07,MINYAK GORENG CURAH,CISOKA,14000
2024-03-07,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-07,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-07,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-07,DAGING SAPI MURNI,CISOKA,120000
2024-03-07,DAGING SAPI MURNI,SEPATAN,130000
2024-03-07,GULA PASIR LOKAL,CISOKA,18000
2024-03-07,GULA PASIR LOKAL,SEPATAN,17000
2024-03-07,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-07,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-07,CABE MERAH BESAR,CISOKA,80000
2024-03-07,CABE MERAH BESAR,SEPATAN,75000
2024-03-07,CABE MERAH KERITING,CISOKA,70000
2024-03-07,CABE MERAH KERITING,SEPATAN,73000
2024-03-07,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-07,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-07,CABE RAWIT HIJAU,CISOKA,50000
2024-03-07,CABE RAWIT HIJAU,SEPATAN,50000
2024-03-07,CABE RAWIT MERAH,CISOKA,70000
2024-03-07,CABE RAWIT MERAH,SEPATAN,73000
2024-03-07,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-07,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,11000
2024-03-07,TELUR AYAM BOILLER,CISOKA,31500
2024-03-07,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-07,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-07,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-08,AYAM KAMPUNG,CISOKA,80000
2024-03-08,AYAM KAMPUNG,SEPATAN,80000
2024-03-08,BAWANG MERAH,CISOKA,30000
2024-03-08,BAWANG MERAH,SEPATAN,30000
2024-03-08,BAWANG PUTIH,CISOKA,35000
2024-03-08,BAWANG PUTIH,SEPATAN,35000
2024-03-08,BERAS IR 64 KW I,CISOKA,15500
2024-03-08,BERAS IR 64 KW I,SEPATAN,16500
2024-03-08,BERAS IR 64 KW II,CISOKA,13500
2024-03-08,BERAS IR 64 KW II,SEPATAN,16000
2024-03-08,BERAS SPHP,CISOKA,10800
2024-03-08,BERAS SPHP,SEPATAN,10800
2024-03-08,MINYAK GORENG CURAH,CISOKA,14000
2024-03-08,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-08,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-08,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-08,DAGING SAPI MURNI,CISOKA,120000
2024-03-08,DAGING SAPI MURNI,SEPATAN,130000
2024-03-08,GULA PASIR LOKAL,CISOKA,18000
2024-03-08,GULA PASIR LOKAL,SEPATAN,17000
2024-03-08,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-08,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-08,CABE MERAH BESAR,CISOKA,80000
2024-03-08,CABE MERAH BESAR,SEPATAN,75000
2024-03-08,CABE MERAH KERITING,CISOKA,70000
2024-03-08,CABE MERAH KERITING,SEPATAN,73000
2024-03-08,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-08,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-08,CABE RAWIT HIJAU,CISOKA,50000
2024-03-08,CABE RAWIT HIJAU,SEPATAN,50000
2024-03-08,CABE RAWIT MERAH,CISOKA,70000
2024-03-08,CABE RAWIT MERAH,SEPATAN,73000
2024-03-08,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-08,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,11000
2024-03-08,TELUR AYAM BOILLER,CISOKA,30000
2024-03-08,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-08,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-08,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-13,AYAM KAMPUNG,CISOKA,80000
2024-03-13,AYAM KAMPUNG,SEPATAN,80000
2024-03-13,BAWANG MERAH,CISOKA,30000
2024-03-13,BAWANG MERAH,SEPATAN,28000
2024-03-13,BAWANG PUTIH,CISOKA,40000
2024-03-13,BAWANG PUTIH,SEPATAN,35000
2024-03-13,BERAS IR 64 KW I,CISOKA,15500
2024-03-13,BERAS IR 64 KW I,SEPATAN,16500
2024-03-13,BERAS IR 64 KW II,CISOKA,13500
2024-03-13,BERAS IR 64 KW II,SEPATAN,16000
2024-03-13,BERAS SPHP,CISOKA,10800
2024-03-13,BERAS SPHP,SEPATAN,10800
2024-03-13,MINYAK GORENG CURAH,CISOKA,14000
2024-03-13,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-13,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-13,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-13,DAGING SAPI MURNI,CISOKA,125000
2024-03-13,DAGING SAPI MURNI,SEPATAN,130000
2024-03-13,GULA PASIR LOKAL,CISOKA,18000
2024-03-13,GULA PASIR LOKAL,SEPATAN,17000
2024-03-13,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-13,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-13,CABE MERAH BESAR,CISOKA,80000
2024-03-13,CABE MERAH BESAR,SEPATAN,70000
2024-03-13,CABE MERAH KERITING,CISOKA,70000
2024-03-13,CABE MERAH KERITING,SEPATAN,70000
2024-03-13,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-13,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-13,CABE RAWIT HIJAU,CISOKA,40000
2024-03-13,CABE RAWIT HIJAU,SEPATAN,40000
2024-03-13,CABE RAWIT MERAH,CISOKA,60000
2024-03-13,CABE RAWIT MERAH,SEPATAN,80000
2024-03-13,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-03-13,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-03-13,TELUR AYAM BOILLER,CISOKA,30000
2024-03-13,TELUR AYAM BOILLER,SEPATAN,29000
2024-03-13,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-13,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-14,AYAM KAMPUNG,CISOKA,80000
2024-03-14,AYAM KAMPUNG,SEPATAN,80000
2024-03-14,BAWANG MERAH,CISOKA,30000
2024-03-14,BAWANG MERAH,SEPATAN,30000
2024-03-14,BAWANG PUTIH,CISOKA,40000
2024-03-14,BAWANG PUTIH,SEPATAN,35000
2024-03-14,BERAS IR 64 KW I,CISOKA,15500
2024-03-14,BERAS IR 64 KW I,SEPATAN,13500
2024-03-14,BERAS IR 64 KW II,CISOKA,13500
2024-03-14,BERAS IR 64 KW II,SEPATAN,12500
2024-03-14,BERAS SPHP,CISOKA,10800
2024-03-14,BERAS SPHP,SEPATAN,12500
2024-03-14,MINYAK GORENG CURAH,CISOKA,14500
2024-03-14,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-14,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-14,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-14,DAGING SAPI MURNI,CISOKA,120000
2024-03-14,DAGING SAPI MURNI,SEPATAN,130000
2024-03-14,GULA PASIR LOKAL,CISOKA,18000
2024-03-14,GULA PASIR LOKAL,SEPATAN,18000
2024-03-14,MINYAK GORENG KEMASAN,CISOKA,17000
2024-03-14,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-14,CABE MERAH BESAR,CISOKA,80000
2024-03-14,CABE MERAH BESAR,SEPATAN,75000
2024-03-14,CABE MERAH KERITING,CISOKA,70000
2024-03-14,CABE MERAH KERITING,SEPATAN,73000
2024-03-14,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-14,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-14,CABE RAWIT HIJAU,CISOKA,40000
2024-03-14,CABE RAWIT HIJAU,SEPATAN,50000
2024-03-14,CABE RAWIT MERAH,CISOKA,70000
2024-03-14,CABE RAWIT MERAH,SEPATAN,73000
2024-03-14,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-14,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,11000
2024-03-14,TELUR AYAM BOILLER,CISOKA,30000
2024-03-14,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-14,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-14,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-15,AYAM KAMPUNG,CISOKA,80000
2024-03-15,AYAM KAMPUNG,SEPATAN,80000
2024-03-15,BAWANG MERAH,CISOKA,30000
2024-03-15,BAWANG MERAH,SEPATAN,30000
2024-03-15,BAWANG PUTIH,CISOKA,35000
2024-03-15,BAWANG PUTIH,SEPATAN,35000
2024-03-15,BERAS IR 64 KW I,CISOKA,15500
2024-03-15,BERAS IR 64 KW I,SEPATAN,16500
2024-03-15,BERAS IR 64 KW II,CISOKA,13500
2024-03-15,BERAS IR 64 KW II,SEPATAN,14500
2024-03-15,BERAS SPHP,CISOKA,10800
2024-03-15,BERAS SPHP,SEPATAN,10800
2024-03-15,MINYAK GORENG CURAH,CISOKA,14500
2024-03-15,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-15,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-15,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-15,DAGING SAPI MURNI,CISOKA,125000
2024-03-15,DAGING SAPI MURNI,SEPATAN,130000
2024-03-15,GULA PASIR LOKAL,CISOKA,18000
2024-03-15,GULA PASIR LOKAL,SEPATAN,18000
2024-03-15,MINYAK GORENG KEMASAN,CISOKA,18000
2024-03-15,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-15,CABE MERAH BESAR,CISOKA,80000
2024-03-15,CABE MERAH BESAR,SEPATAN,75000
2024-03-15,CABE MERAH KERITING,CISOKA,70000
2024-03-15,CABE MERAH KERITING,SEPATAN,73000
2024-03-15,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-15,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-15,CABE RAWIT HIJAU,CISOKA,45000
2024-03-15,CABE RAWIT HIJAU,SEPATAN,50000
2024-03-15,CABE RAWIT MERAH,CISOKA,60000
2024-03-15,CABE RAWIT MERAH,SEPATAN,73000
2024-03-15,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-15,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,11000
2024-03-15,TELUR AYAM BOILLER,CISOKA,32000
2024-03-15,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-15,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-15,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-18,AYAM KAMPUNG,CISOKA,80000
2024-03-18,AYAM KAMPUNG,SEPATAN,80000
2024-03-18,BAWANG MERAH,CISOKA,30000
2024-03-18,BAWANG MERAH,SEPATAN,30000
2024-03-18,BAWANG PUTIH,CISOKA,35000
2024-03-18,BAWANG PUTIH,SEPATAN,35000
2024-03-18,BERAS IR 64 KW I,CISOKA,15500
2024-03-18,BERAS IR 64 KW I,SEPATAN,16500
2024-03-18,BERAS IR 64 KW II,CISOKA,13500
2024-03-18,BERAS IR 64 KW II,SEPATAN,14500
2024-03-18,BERAS SPHP,CISOKA,10800
2024-03-18,BERAS SPHP,SEPATAN,10800
2024-03-18,MINYAK GORENG CURAH,CISOKA,14000
2024-03-18,MINYAK GORENG CURAH,SEPATAN,14000
2024-03-18,DAGING AYAM RAS BOILLER,CISOKA,45000
2024-03-18,DAGING AYAM RAS BOILLER,SEPATAN,45000
2024-03-18,DAGING SAPI MURNI,CISOKA,125000
2024-03-18,DAGING SAPI MURNI,SEPATAN,130000
2024-03-18,GULA PASIR LOKAL,CISOKA,18000
2024-03-18,GULA PASIR LOKAL,SEPATAN,18000
2024-03-18,MINYAK GORENG KEMASAN,CISOKA,18000
2024-03-18,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-03-18,CABE MERAH BESAR,CISOKA,80000
2024-03-18,CABE MERAH BESAR,SEPATAN,75000
2024-03-18,CABE MERAH KERITING,CISOKA,40000
2024-03-18,CABE MERAH KERITING,SEPATAN,73000
2024-03-18,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-03-18,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-03-18,CABE RAWIT HIJAU,CISOKA,45000
2024-03-18,CABE RAWIT HIJAU,SEPATAN,50000
2024-03-18,CABE RAWIT MERAH,CISOKA,40000
2024-03-18,CABE RAWIT MERAH,SEPATAN,73000
2024-03-18,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,11000
2024-03-18,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,11000
2024-03-18,TELUR AYAM BOILLER,CISOKA,32000
2024-03-18,TELUR AYAM BOILLER,SEPATAN,30000
2024-03-18,TELUR AYAM KAMPUNG,CISOKA,3000
2024-03-18,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-03-19,AYAM KAMPUNG,CISOKA,80000
2024-03-19,AYAM KAMPUNG,SEPATAN,80000
2024-03-19,BAWANG MERAH,CISOKA,30000
2024-03-19,BAWANG MERAH,SEPATAN,30000
2024-03-19,BAWANG PUTIH,CISOKA,35000
2024-03-19,BAWANG PUTIH,SEPATAN,35000
2024-03-19,BERAS IR 64 KW I,CISOKA,15500
2024-03-19,BERAS IR 64 KW I,SEPATAN,16500
