tanggal,komoditas,pasar,harga
2024-07-22,MINYAK GORENG CURAH,CISOKA,15000
2024-07-22,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-22,DAGING AYAM (FILLET),CISOKA,43000
2024-07-22,DAGING AYAM (FILLET),SEPATAN,45000
2024-07-22,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-22,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-22,DAGING SAPI MURNI,CISOKA,120000
2024-07-22,DAGING SAPI MURNI,SEPATAN,120000
2024-07-22,GULA PASIR LOKAL,CISOKA,18000
2024-07-22,GULA PASIR LOKAL,SEPATAN,18000
2024-07-22,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-22,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-22,CABE MERAH BESAR,CISOKA,41000
2024-07-22,CABE MERAH BESAR,SEPATAN,40000
2024-07-22,CABE MERAH KERITING,CISOKA,40000
2024-07-22,CABE MERAH KERITING,SEPATAN,40000
2024-07-22,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-07-22,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-22,CABE RAWIT HIJAU,CISOKA,34000
2024-07-22,CABE RAWIT HIJAU,SEPATAN,33000
2024-07-22,CABE RAWIT MERAH,CISOKA,38500
2024-07-22,CABE RAWIT MERAH,SEPATAN,36500
2024-07-22,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-22,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-22,TELUR AYAM BOILLER,CISOKA,29000
2024-07-22,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-22,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-22,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-23,AYAM KAMPUNG,CISOKA,66000
2024-07-23,AYAM KAMPUNG,SEPATAN,70000
2024-07-23,BAWANG MERAH,CISOKA,31000
2024-07-23,BAWANG MERAH,SEPATAN,31500
2024-07-23,BAWANG PUTIH,CISOKA,34500
2024-07-23,BAWANG PUTIH,SEPATAN,35000
2024-07-23,BERAS IR 64 KW I,CISOKA,13000
2024-07-23,BERAS IR 64 KW I,SEPATAN,13500
2024-07-23,BERAS IR 64 KW II,CISOKA,13000
2024-07-23,BERAS IR 64 KW II,SEPATAN,12000
2024-07-23,BERAS SPHP,CISOKA,12500
2024-07-23,BERAS SPHP,SEPATAN,12500
2024-07-23,MINYAK GORENG CURAH,CISOKA,15000
2024-07-23,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-23,DAGING AYAM RAS (FILLET),CISOKA,43000
2024-07-23,DAGING AYAM RAS (FILLET),SEPATAN,45000
2024-07-23,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-23,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-23,DAGING SAPI MURNI,CISOKA,120000
2024-07-23,DAGING SAPI MURNI,SEPATAN,120000
2024-07-23,GULA PASIR LOKAL,CISOKA,18000
2024-07-23,GULA PASIR LOKAL,SEPATAN,18000
2024-07-23,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-23,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-23,CABE MERAH BESAR,CISOKA,41000
2024-07-23,CABE MERAH BESAR,SEPATAN,40000
2024-07-23,CABE MERAH KERITING,CISOKA,40500
2024-07-23,CABE MERAH KERITING,SEPATAN,40000
2024-07-23,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-07-23,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-23,CABE RAWIT HIJAU,CISOKA,34000
2024-07-23,CABE RAWIT HIJAU,SEPATAN,33000
2024-07-23,CABE RAWIT MERAH,CISOKA,38500
2024-07-23,CABE RAWIT MERAH,SEPATAN,36500
2024-07-23,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-23,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-23,TELUR AYAM BOILLER,CISOKA,29000
2024-07-23,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-23,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-23,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-24,AYAM KAMPUNG,CISOKA,66000
2024-07-24,AYAM KAMPUNG,SEPATAN,70000
2024-07-24,BAWANG MERAH,CISOKA,31000
2024-07-24,BAWANG MERAH,SEPATAN,31500
2024-07-24,BAWANG PUTIH,CISOKA,34500
2024-07-24,BAWANG PUTIH,SEPATAN,35000
2024-07-24,BERAS IR 64 KW I,CISOKA,13000
2024-07-24,BERAS IR 64 KW I,SEPATAN,13500
2024-07-24,BERAS IR 64 KW II,CISOKA,13000
2024-07-24,BERAS IR 64 KW II,SEPATAN,12000
2024-07-24,BERAS SPHP,CISOKA,12500
2024-07-24,BERAS SPHP,SEPATAN,12500
2024-07-24,MINYAK GORENG CURAH,CISOKA,15000
2024-07-24,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-24,DAGING AYAM RAS (FILLET),CISOKA,43000
2024-07-24,DAGING AYAM RAS (FILLET),SEPATAN,44000
2024-07-24,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-24,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-24,DAGING SAPI MURNI,CISOKA,120000
2024-07-24,DAGING SAPI MURNI,SEPATAN,120000
2024-07-24,GULA PASIR LOKAL,CISOKA,18000
2024-07-24,GULA PASIR LOKAL,SEPATAN,18000
2024-07-24,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-24,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-24,CABE MERAH BESAR,CISOKA,41000
2024-07-24,CABE MERAH BESAR,SEPATAN,40500
2024-07-24,CABE MERAH KERITING,CISOKA,40500
2024-07-24,CABE MERAH KERITING,SEPATAN,40500
2024-07-24,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-07-24,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-24,CABE RAWIT HIJAU,CISOKA,34000
2024-07-24,CABE RAWIT HIJAU,SEPATAN,34000
2024-07-24,CABE RAWIT MERAH,CISOKA,38500
2024-07-24,CABE RAWIT MERAH,SEPATAN,37000
2024-07-24,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-24,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-24,TELUR AYAM BOILLER,CISOKA,29000
2024-07-24,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-24,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-24,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-25,AYAM KAMPUNG,CISOKA,66000
2024-07-25,AYAM KAMPUNG,SEPATAN,70000
2024-07-25,BAWANG MERAH,CISOKA,30500
2024-07-25,BAWANG MERAH,SEPATAN,25000
2024-07-25,BAWANG PUTIH,CISOKA,35000
2024-07-25,BAWANG PUTIH,SEPATAN,35500
2024-07-25,BERAS IR 64 KW I,CISOKA,13000
2024-07-25,BERAS IR 64 KW I,SEPATAN,13500
2024-07-25,BERAS IR 64 KW II,CISOKA,13000
2024-07-25,BERAS IR 64 KW II,SEPATAN,12000
2024-07-25,BERAS SPHP,CISOKA,12500
2024-07-25,BERAS SPHP,SEPATAN,12500
2024-07-25,MINYAK GORENG CURAH,CISOKA,15000
2024-07-25,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-25,DAGING AYAM (FILLET),CISOKA,40000
2024-07-25,DAGING AYAM (FILLET),SEPATAN,41000
2024-07-25,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-25,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-25,DAGING SAPI MURNI,CISOKA,120000
2024-07-25,DAGING SAPI MURNI,SEPATAN,120000
2024-07-25,GULA PASIR LOKAL,CISOKA,18000
2024-07-25,GULA PASIR LOKAL,SEPATAN,18000
2024-07-25,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-25,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-25,CABE MERAH BESAR,CISOKA,41000
2024-07-25,CABE MERAH BESAR,SEPATAN,40500
2024-07-25,CABE MERAH KERITING,CISOKA,40500
2024-07-25,CABE MERAH KERITING,SEPATAN,40500
2024-07-25,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-07-25,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-25,CABE RAWIT HIJAU,CISOKA,34000
2024-07-25,CABE RAWIT HIJAU,SEPATAN,34000
2024-07-25,CABE RAWIT MERAH,CISOKA,40000
2024-07-25,CABE RAWIT MERAH,SEPATAN,45000
2024-07-25,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-25,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-25,TELUR AYAM BOILLER,CISOKA,28000
2024-07-25,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-25,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-25,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-26,AYAM KAMPUNG,CISOKA,66000
2024-07-26,AYAM KAMPUNG,SEPATAN,70000
2024-07-26,BAWANG MERAH,CISOKA,30000
2024-07-26,BAWANG MERAH,SEPATAN,25000
2024-07-26,BAWANG PUTIH,CISOKA,35000
2024-07-26,BAWANG PUTIH,SEPATAN,35500
2024-07-26,BERAS IR 64 KW I,CISOKA,13000
2024-07-26,BERAS IR 64 KW I,SEPATAN,13500
2024-07-26,BERAS IR 64 KW II,CISOKA,13000
2024-07-26,BERAS IR 64 KW II,SEPATAN,12000
2024-07-26,BERAS SPHP,CISOKA,12500
2024-07-26,BERAS SPHP,SEPATAN,12500
2024-07-26,MINYAK GORENG CURAH,CISOKA,15000
2024-07-26,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-26,DAGING AYAM (FILLET),CISOKA,40000
2024-07-26,DAGING AYAM (FILLET),SEPATAN,40000
2024-07-26,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-26,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-26,DAGING SAPI MURNI,CISOKA,120000
2024-07-26,DAGING SAPI MURNI,SEPATAN,120000
2024-07-26,GULA PASIR LOKAL,CISOKA,18000
2024-07-26,GULA PASIR LOKAL,SEPATAN,18000
2024-07-26,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-26,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-26,CABE MERAH BESAR,CISOKA,41000
2024-07-26,CABE MERAH BESAR,SEPATAN,40500
2024-07-26,CABE MERAH KERITING,CISOKA,41000
2024-07-26,CABE MERAH KERITING,SEPATAN,41000
2024-07-26,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-07-26,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-26,CABE RAWIT HIJAU,CISOKA,34000
2024-07-26,CABE RAWIT HIJAU,SEPATAN,34000
2024-07-26,CABE RAWIT MERAH,CISOKA,42000
2024-07-26,CABE RAWIT MERAH,SEPATAN,47000
2024-07-26,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-26,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-26,TELUR AYAM BOILLER,CISOKA,28000
2024-07-26,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-26,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-26,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-29,AYAM KAMPUNG,CISOKA,66000
2024-07-29,AYAM KAMPUNG,SEPATAN,70000
2024-07-29,BAWANG MERAH,CISOKA,30000
2024-07-29,BAWANG MERAH,SEPATAN,25000
2024-07-29,BAWANG PUTIH,CISOKA,35000
2024-07-29,BAWANG PUTIH,SEPATAN,35500
2024-07-29,BERAS IR 64 KW I,CISOKA,13000
2024-07-29,BERAS IR 64 KW I,SEPATAN,13500
2024-07-29,BERAS IR 64 KW II,CISOKA,13000
2024-07-29,BERAS IR 64 KW II,SEPATAN,12000
2024-07-29,BERAS SPHP,CISOKA,12500
2024-07-29,BERAS SPHP,SEPATAN,12500
2024-07-29,MINYAK GORENG CURAH,CISOKA,15000
2024-07-29,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-29,DAGING AYAM (FILLET),CISOKA,40000
2024-07-29,DAGING AYAM (FILLET),SEPATAN,40000
2024-07-29,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-29,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-29,DAGING SAPI MURNI,CISOKA,120000
2024-07-29,DAGING SAPI MURNI,SEPATAN,120000
2024-07-29,GULA PASIR LOKAL,CISOKA,18000
2024-07-29,GULA PASIR LOKAL,SEPATAN,18000
2024-07-29,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-29,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-29,CABE MERAH BESAR,CISOKA,41000
2024-07-29,CABE MERAH BESAR,SEPATAN,40500
2024-07-29,CABE MERAH KERITING,CISOKA,40000
2024-07-29,CABE MERAH KERITING,SEPATAN,35000
2024-07-29,MINYAK GORENG MINYAK KITA,CISOKA,15700
2024-07-29,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-29,CABE RAWIT HIJAU,CISOKA,35000
2024-07-29,CABE RAWIT HIJAU,SEPATAN,35000
2024-07-29,CABE RAWIT MERAH,CISOKA,45000
2024-07-29,CABE RAWIT MERAH,SEPATAN,50000
2024-07-29,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-29,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-29,TELUR AYAM BOILLER,CISOKA,28000
2024-07-29,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-29,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-29,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-30,AYAM KAMPUNG,CISOKA,66000
2024-07-30,AYAM KAMPUNG,SEPATAN,70000
2024-07-30,BAWANG MERAH,CISOKA,30000
2024-07-30,BAWANG MERAH,SEPATAN,24000
2024-07-30,BAWANG PUTIH,CISOKA,35000
2024-07-30,BAWANG PUTIH,SEPATAN,35000
2024-07-30,BERAS IR 64 KW I,CISOKA,13000
2024-07-30,BERAS IR 64 KW I,SEPATAN,13500
2024-07-30,BERAS IR 64 KW II,CISOKA,13000
2024-07-30,BERAS IR 64 KW II,SEPATAN,12000
2024-07-30,BERAS SPHP,CISOKA,12500
2024-07-30,BERAS SPHP,SEPATAN,12500
2024-07-30,MINYAK GORENG CURAH,CISOKA,15000
2024-07-30,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-30,DAGING AYAM (FILLET),CISOKA,40000
2024-07-30,DAGING AYAM (FILLET),SEPATAN,40000
2024-07-30,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-30,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-30,DAGING SAPI MURNI,CISOKA,120000
2024-07-30,DAGING SAPI MURNI,SEPATAN,120000
2024-07-30,GULA PASIR LOKAL,CISOKA,18000
2024-07-30,GULA PASIR LOKAL,SEPATAN,18000
2024-07-30,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-30,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-30,CABE MERAH BESAR,CISOKA,41000
2024-07-30,CABE MERAH BESAR,SEPATAN,41000
2024-07-30,CABE MERAH KERITING,CISOKA,40000
2024-07-30,CABE MERAH KERITING,SEPATAN,35000
2024-07-30,MINYAK GORENG MINYAK KITA,CISOKA,15700
2024-07-30,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-30,CABE RAWIT HIJAU,CISOKA,37000
2024-07-30,CABE RAWIT HIJAU,SEPATAN,37500
2024-07-30,CABE RAWIT MERAH,CISOKA,50000
2024-07-30,CABE RAWIT MERAH,SEPATAN,50000
2024-07-30,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-30,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-30,TELUR AYAM BOILLER,CISOKA,28000
2024-07-30,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-30,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-30,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-07-31,AYAM KAMPUNG,CISOKA,66000
2024-07-31,AYAM KAMPUNG,SEPATAN,70000
2024-07-31,BAWANG MERAH,CISOKA,26000
2024-07-31,BAWANG MERAH,SEPATAN,23000
2024-07-31,BAWANG PUTIH,CISOKA,35000
2024-07-31,BAWANG PUTIH,SEPATAN,35000
2024-07-31,BERAS IR 64 KW I,CISOKA,14000
2024-07-31,BERAS IR 64 KW I,SEPATAN,13500
2024-07-31,BERAS IR 64 KW II,CISOKA,13000
2024-07-31,BERAS IR 64 KW II,SEPATAN,12000
2024-07-31,BERAS SPHP,CISOKA,12500
2024-07-31,BERAS SPHP,SEPATAN,12500
2024-07-31,MINYAK GORENG CURAH,CISOKA,15000
2024-07-31,MINYAK GORENG CURAH,SEPATAN,15000
2024-07-31,DAGING AYAM (FILLET),CISOKA,40000
2024-07-31,DAGING AYAM (FILLET),SEPATAN,40000
2024-07-31,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-07-31,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-07-31,DAGING SAPI MURNI,CISOKA,120000
2024-07-31,DAGING SAPI MURNI,SEPATAN,120000
2024-07-31,GULA PASIR LOKAL,CISOKA,18000
2024-07-31,GULA PASIR LOKAL,SEPATAN,18000
2024-07-31,MINYAK GORENG KEMASAN,CISOKA,17000
2024-07-31,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-07-31,CABE MERAH BESAR,CISOKA,41000
2024-07-31,CABE MERAH BESAR,SEPATAN,41000
2024-07-31,CABE MERAH KERITING,CISOKA,40000
2024-07-31,CABE MERAH KERITING,SEPATAN,35000
2024-07-31,MINYAK GORENG MINYAK KITA,CISOKA,15700
2024-07-31,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-07-31,CABE RAWIT HIJAU,CISOKA,37000
2024-07-31,CABE RAWIT HIJAU,SEPATAN,40000
2024-07-31,CABE RAWIT MERAH,CISOKA,55000
2024-07-31,CABE RAWIT MERAH,SEPATAN,55000
2024-07-31,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-07-31,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-07-31,TELUR AYAM BOILLER,CISOKA,27500
2024-07-31,TELUR AYAM BOILLER,SEPATAN,28000
2024-07-31,TELUR AYAM KAMPUNG,CISOKA,3000
2024-07-31,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-01,AYAM KAMPUNG,CISOKA,66000
2024-08-01,AYAM KAMPUNG,SEPATAN,70000
2024-08-01,BAWANG MERAH,CISOKA,24000
2024-08-01,BAWANG MERAH,SEPATAN,23000
2024-08-01,BAWANG PUTIH,CISOKA,35000
2024-08-01,BAWANG PUTIH,SEPATAN,35000
2024-08-01,BERAS IR 64 KW I,CISOKA,14000
2024-08-01,BERAS IR 64 KW I,SEPATAN,13500
2024-08-01,BERAS IR 64 KW II,CISOKA,13000
2024-08-01,BERAS IR 64 KW II,SEPATAN,12000
2024-08-01,BERAS SPHP,CISOKA,12500
2024-08-01,BERAS SPHP,SEPATAN,12500
2024-08-01,MINYAK GORENG CURAH,CISOKA,15000
2024-08-01,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-01,DAGING AYAM (FILLET),CISOKA,40000
2024-08-01,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-01,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-01,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-01,DAGING SAPI MURNI,CISOKA,120000
2024-08-01,DAGING SAPI MURNI,SEPATAN,120000
2024-08-01,GULA PASIR LOKAL,CISOKA,18000
2024-08-01,GULA PASIR LOKAL,SEPATAN,18000
2024-08-01,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-01,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-01,CABE MERAH BESAR,CISOKA,41000
2024-08-01,CABE MERAH BESAR,SEPATAN,41000
2024-08-01,CABE MERAH KERITING,CISOKA,45000
2024-08-01,CABE MERAH KERITING,SEPATAN,40000
2024-08-01,MINYAK GORENG MINYAK KITA,CISOKA,15700
2024-08-01,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-01,CABE RAWIT HIJAU,CISOKA,37000
2024-08-01,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-01,CABE RAWIT MERAH,CISOKA,60000
2024-08-01,CABE RAWIT MERAH,SEPATAN,55000
2024-08-01,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-01,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-01,TELUR AYAM BOILLER,CISOKA,28000
2024-08-01,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-01,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-01,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-02,AYAM KAMPUNG,CISOKA,66000
2024-08-02,AYAM KAMPUNG,SEPATAN,70000
2024-08-02,BAWANG MERAH,CISOKA,23000
2024-08-02,BAWANG MERAH,SEPATAN,23000
2024-08-02,BAWANG PUTIH,CISOKA,35000
2024-08-02,BAWANG PUTIH,SEPATAN,35000
2024-08-02,BERAS IR 64 KW I,CISOKA,14000
2024-08-02,BERAS IR 64 KW I,SEPATAN,13500
2024-08-02,BERAS IR 64 KW II,CISOKA,13000
2024-08-02,BERAS IR 64 KW II,SEPATAN,12500
2024-08-02,BERAS SPHP,CISOKA,12500
2024-08-02,BERAS SPHP,SEPATAN,12500
2024-08-02,MINYAK GORENG CURAH,CISOKA,15000
2024-08-02,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-02,DAGING AYAM (FILLET),CISOKA,40000
2024-08-02,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-02,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-02,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-02,DAGING SAPI MURNI,CISOKA,120000
2024-08-02,DAGING SAPI MURNI,SEPATAN,120000
2024-08-02,GULA PASIR LOKAL,CISOKA,18000
2024-08-02,GULA PASIR LOKAL,SEPATAN,18000
2024-08-02,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-02,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-02,CABE MERAH BESAR,CISOKA,42000
2024-08-02,CABE MERAH BESAR,SEPATAN,41000
2024-08-02,CABE MERAH KERITING,CISOKA,47000
2024-08-02,CABE MERAH KERITING,SEPATAN,44000
2024-08-02,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-08-02,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-02,CABE RAWIT HIJAU,CISOKA,37000
2024-08-02,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-02,CABE RAWIT MERAH,CISOKA,60000
2024-08-02,CABE RAWIT MERAH,SEPATAN,60000
2024-08-02,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-02,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-02,TELUR AYAM BOILLER,CISOKA,28000
2024-08-02,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-02,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-02,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-05,AYAM KAMPUNG,CISOKA,66000
2024-08-05,AYAM KAMPUNG,SEPATAN,70000
2024-08-05,BAWANG MERAH,CISOKA,22000
2024-08-05,BAWANG MERAH,SEPATAN,23000
2024-08-05,BAWANG PUTIH,CISOKA,35000
2024-08-05,BAWANG PUTIH,SEPATAN,35000
2024-08-05,BERAS IR 64 KW I,CISOKA,14000
2024-08-05,BERAS IR 64 KW I,SEPATAN,13500
2024-08-05,BERAS IR 64 KW II,CISOKA,13000
2024-08-05,BERAS IR 64 KW II,SEPATAN,12500
2024-08-05,BERAS SPHP,CISOKA,12500
2024-08-05,BERAS SPHP,SEPATAN,12500
2024-08-05,MINYAK GORENG CURAH,CISOKA,15000
2024-08-05,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-05,DAGING AYAM (FILLET),CISOKA,40000
2024-08-05,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-05,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-05,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-05,DAGING SAPI MURNI,CISOKA,120000
2024-08-05,DAGING SAPI MURNI,SEPATAN,120000
2024-08-05,GULA PASIR LOKAL,CISOKA,18000
2024-08-05,GULA PASIR LOKAL,SEPATAN,18000
2024-08-05,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-05,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-05,CABE MERAH BESAR,CISOKA,41000
2024-08-05,CABE MERAH BESAR,SEPATAN,40000
2024-08-05,CABE MERAH KERITING,CISOKA,45000
2024-08-05,CABE MERAH KERITING,SEPATAN,42000
2024-08-05,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-08-05,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-05,CABE RAWIT HIJAU,CISOKA,38000
2024-08-05,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-05,CABE RAWIT MERAH,CISOKA,65000
2024-08-05,CABE RAWIT MERAH,SEPATAN,60000
2024-08-05,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-05,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-05,TELUR AYAM BOILLER,CISOKA,28000
2024-08-05,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-05,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-05,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-06,AYAM KAMPUNG,CISOKA,66000
2024-08-06,AYAM KAMPUNG,SEPATAN,70000
2024-08-06,BAWANG MERAH,CISOKA,22000
2024-08-06,BAWANG MERAH,SEPATAN,23000
2024-08-06,BAWANG PUTIH,CISOKA,35000
2024-08-06,BAWANG PUTIH,SEPATAN,35000
2024-08-06,BERAS IR 64 KW I,CISOKA,14000
2024-08-06,BERAS IR 64 KW I,SEPATAN,13500
2024-08-06,BERAS IR 64 KW II,CISOKA,13000
2024-08-06,BERAS IR 64 KW II,SEPATAN,12500
2024-08-06,BERAS SPHP,CISOKA,12500
2024-08-06,BERAS SPHP,SEPATAN,12500
2024-08-06,MINYAK GORENG CURAH,CISOKA,15000
2024-08-06,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-06,DAGING AYAM (FILLET),CISOKA,40000
2024-08-06,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-06,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-06,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-06,DAGING SAPI MURNI,CISOKA,120000
2024-08-06,DAGING SAPI MURNI,SEPATAN,120000
2024-08-06,GULA PASIR LOKAL,CISOKA,18000
2024-08-06,GULA PASIR LOKAL,SEPATAN,18000
2024-08-06,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-06,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-06,CABE MERAH BESAR,CISOKA,41000
2024-08-06,CABE MERAH BESAR,SEPATAN,40000
2024-08-06,CABE MERAH KERITING,CISOKA,45000
2024-08-06,CABE MERAH KERITING,SEPATAN,42000
2024-08-06,MINYAK GORENG MINYAK KITA,CISOKA,16000
